codigo_ocorrencia;codigo_ocorrencia1;codigo_ocorrencia2;codigo_ocorrencia3;codigo_ocorrencia4;ocorrencia_classificacao;ocorrencia_latitude;ocorrencia_longitude;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;investigacao_aeronave_liberada;investigacao_status;divulgacao_relatorio_numero;divulgacao_relatorio_publicado;divulgacao_dia_publicacao;total_recomendacoes;total_aeronaves_envolvidas;ocorrencia_saida_pista;ocorrencia_tipo;ocorrencia_tipo_categoria;taxonomia_tipo_icao;aeronave_matricula;aeronave_operador_categoria;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_pmd;aeronave_pmd_categoria;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_registro_categoria;aeronave_registro_segmento;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total;fator_nome;fator_aspecto;fator_condicionante;fator_area;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
39386;39386;39386;39386;39386;INCIDENTE;;;SÃO PAULO;SP;BRASIL;*;18/02/2010;10:10:00;;;;NÃO;;0;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTMFU;REGULAR;AVIÃO;AEROSPATIALE AND ALENIA;ATR-42-300;AT43;TURBOÉLICE;BIMOTOR;16700;16700;50.0;1987.0;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0;;;;;;;;;;;;
39405;39405;39405;39405;39405;ACIDENTE;-17.1044444444;54.4922222222;ITIQUIRA;MT;BRASIL;*;07/02/2010;11:30:00;SIM;FINALIZADA;A-032/CENIPA/2011;SIM;2011-07-21;1;1;NÃO;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I;PTUML;PARTICULAR;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-202;IPAN;PISTÃO;MONOMOTOR;1800;1800;1.0;2000.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;AGRÍCOLA;SUBSTANCIAL;0;APLICAÇÃO DE COMANDOS, CONDIÇÕES METEOROLÓGICAS ADVERSAS, JULGAMENTO DE PILOTAGEM; DESEMPENHO DO SER HUMANO; OPERAÇÃO DA AERONAVE; FATOR OPERACIONAL;097/2011;2011-07-21;nan;nan;com condições meteorológicas pouco favoráveis., Divulgar aos seus pilotos o conteúdo deste Relatório Final, alertando-os para os seus pontos focais, sobretudo em relação aos cuidados que devem ser tomados durante os voos a baixa altura;;DIVERSOS-J;OPERADOR DA AERONAVE
39487;39487;39487;39487;39487;INCIDENTE GRAVE;-10.290000;-48.357778;PALMAS;TO;BRASIL;SBPJ;26/01/2010;16:50:00;SIM;FINALIZADA;IG-575/CENIPA/2014;SIM;2014-10-13;0;1;NÃO;POUSO SEM TREM;CONTATO ANORMAL COM A PISTA | POUSO SEM TREM;ARC;PRSAM;PARTICULAR;AVIÃO;BEECH AIRCRAFT;F33A;BE33;PISTÃO;MONOMOTOR;1588;1588;4.0;1994.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;SANTA GENOVEVA/GOIÂNIA;BRIGADEIRO LYSIAS RODRIGUES;POUSO;PRIVADA;SUBSTANCIAL;0;ESQUECIMENTO DO PILOTO;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;;;;;;;;
39507;39507;39507;39507;39507;ACIDENTE;-15.5588888889;-54.3047222222;PRIMAVERA DO LESTE;MT;BRASIL;*;11/01/2010;17:00:00;SIM;FINALIZADA;A-016/CENIPA/2011;SIM;2011-06-30;2;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTUTM;AGRÍCOLA;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-202A;IPAN;PISTÃO;MONOMOTOR;1800;1800;1.0;2005.0;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;C.T.O. ITAÚ;FORA DE AERODROMO;OUTRA FASE;AGRÍCOLA;SUBSTANCIAL;0;PESSOAL DE APOIO, SUPERVISÃO GERENCIAL;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;065/2011, 066/2011;2011-06-30;2011-07-19, 2011-08-01;2016-06-15, 2016-07-19;Revisar os requisitos de concessão e revalidação de habilitação técnica de piloto agrícola (PAGR), Divulgar o presente relatório aos seus associados, a fim de alertar sobre os cuidados a serem tomados no armazenamento, transporte e abastecimento de combustível das aeronaves agrícolas., transporte e abastecimento de combustível da aeronave., a fim de assegurar-se de que o piloto possua os conhecimentos necessários relativos ao armazenamento;CUMPRIDA;ANAC, SINDAG;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL, SINDICATO NACIONAL DAS EMPRESAS DE AVIAÇÃO AGRÍCOLA
39527;39527;39527;39527;39527;ACIDENTE;-13.1066666667;-55.9930555556;LUCAS DO RIO VERDE;MT;BRASIL;*;04/01/2010;17:30:00;SIM;FINALIZADA;A-539/CENIPA/2018;NÃO;;0;1;NÃO;OPERAÇÃO A BAIXA ALTITUDE;OPERAÇÃO A BAIXA ALTITUDE;LALT;PTURT;PARTICULAR;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-202;IPAN;PISTÃO;MONOMOTOR;1800;1800;1.0;2004.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;FAZENDA IRMÃOS MUNARETTO;FAZENDA IRMÃOS MUNARETTO;VOO A BAIXA ALTURA;AGRÍCOLA;SUBSTANCIAL;0;PLANEJAMENTO DE VOO, PROCESSO DECISÓRIO, APLICAÇÃO DE COMANDOS, JULGAMENTO DE PILOTAGEM;ASPECTO PSICOLÓGICO, DESEMPENHO DO SER HUMANO;INDIVIDUAL, OPERAÇÃO DA AERONAVE;FATOR HUMANO, FATOR OPERACIONAL;;;;;;;;
39627;39627;39627;39627;39627;INCIDENTE;;;FLORIANÓPOLIS;SC;BRASIL;SBFL;27/01/2010;16:15:00;;;;NÃO;;0;1;NÃO;F.O.D.;OUTROS | F.O.D.;OTHR;PRMYE;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;70000;70000;184.0;2009.0;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;REGULAR;LEVE;0;;;;;;;;;;;;
39687;39687;39687;39687;39687;INCIDENTE GRAVE;-26.2563888889;-50.9963888889;PORTO UNIÃO;SC;BRASIL;*;28/01/2010;10:30:00;NÃO;FINALIZADA;IG-509/CENIPA/2017;SIM;2018-05-17;1;1;NÃO;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP;PTUPW;;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-202;IPAN;PISTÃO;MONOMOTOR;1800;1800;1.0;2003.0;BRASIL;BRASIL;AVIÃO;ESPECIALIZADA;SANTA TEREZINHA;COMANDANTE ANTONIO AMILTON BERALDO;ESPECIALIZADA;ESPECIALIZADA;NENHUM;0;MANUTENÇÃO DE AERONAVE, FABRICAÇÃO;ASPECTO DA FABRICAÇÃO, DESEMPENHO DO SER HUMANO; MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL, FATOR MATERIAL;IG-509/CENIPA/2017 - 01;2018-05-17;nan;nan;visando identificar possíveis anormalidades., sobretudo os que operam aeronaves convertidas de Gasolina de Aviação (GAV) para Álcool Etílico Hidratado Combustível (AEHC), buscando alertar operadores e mantenedores, Divulgar os ensinamentos colhidos da presente investigação, por ocasião das inspeções programadas, sobre a necessidade da correta análise de todos os componentes do motor;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
39707;39707;39707;39707;39707;INCIDENTE GRAVE;-6.5319444444;-64.3805555556;CANUTAMA;AM;BRASIL;*;09/01/2010;12:30:00;SIM;FINALIZADA;IG-028/CENIPA/2011;SIM;2011-07-21;3;1;NÃO;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP;PTEVH;PARTICULAR;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;7.0;1979.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;EDUARDO GOMES;LÁBREA;CRUZEIRO;PRIVADA;LEVE;0;PLANEJAMENTO DE VOO, MANUTENÇÃO DE AERONAVE, INDISCIPLINA DE VOO;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE, OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;089/2011, 090/2011, 088/2011;2011-07-21;2011-08-09;nan;Impedir a operação a operação de aeronaves até que seja efetivada a homologação do aeródromo., Propor a homologação do aeródromo à Agência Nacional de Aviação Civil, conforme as normas vigentes., em conformidade com a legislação da Agência Nacional de Aviação Civil., Viabilizar estudos e projetos de infra-estrutura com vistas à homologação do aeródromo;AGUARDANDO RESPOSTA;PREF-CANUTAMA;PREFEITURA MUNICIPAL DE CANUTAMA-AM
39709;39709;39709;39709;39709;INCIDENTE GRAVE;-25.4033333333;-49.2336111111;CURITIBA;PR;BRASIL;SBBI;23/01/2010;16:36:00;;FINALIZADA;IG-029/CENIPA/2011;SIM;2011-07-21;2;1;SIM;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PTOLF;PARTICULAR;AVIÃO;PIPER AIRCRAFT;PA-31T1;PAY1;TURBOÉLICE;BIMOTOR;3946;3946;7.0;1980.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;MINISTRO VICTOR KONDER;BACACHERI;CORRIDA APÓS POUSO;PRIVADA;NENHUM;0;MANUTENÇÃO DE AERONAVE;DESEMPENHO DO SER HUMANO;MANUTENÇÃO DA AERONAVE;FATOR OPERACIONAL;091/2011, 092/2011;2011-07-21;2011-08-01, 2011-08-09;2014-05-14, nan;visando assegurar-se do cumprimento de todos os procedimentos previstos pelo fabricante, Realizar uma vistoria de segurança de voo na oficina Axial-Aviação Ltda, Revisar os procedimentos de inspeção de 100 horas das aeronaves PA-31T1, visando verificar a situação dos serviços de manutenção realizados, em especial no tocante à inspeção de 100 horas das aeronaves PA-31T1., em especial no tocante à inspeção dos cilindros de freio quanto à segurança e operação.;AGUARDANDO RESPOSTA, CUMPRIDA DE FORMA ALTERNATIVA;ANAC, AXIAL;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL, OFICINA AXIAL AVIAÇÃO
39711;39711;39711;39711;39711;INCIDENTE GRAVE;;;PARÁ DE MINAS;MG;BRASIL;*;10/01/2010;20:00:00;;;;NÃO;;0;1;NÃO;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP;PTZPJ;EXPERIMENTAL;AVIÃO;ANTONIO CESAR DA SILVA AMARAL;LANCAIR SUPER E;ZZZZ;PISTÃO;MONOMOTOR;1452;1452;4.0;2009.0;BRASIL;BRASIL;AVIÃO;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;EXPERIMENTAL;SUBSTANCIAL;0;;;;;;;;;;;;
39727;39727;39727;39727;39727;INCIDENTE GRAVE;-15.650000;-56.1175000;VÁRZEA GRANDE;MT;BRASIL;SBCY;23/02/2010;19:42:00;SIM;FINALIZADA;IG-534/CENIPA/2018;SIM;2018-12-04;0;1;SIM;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP;PTSOG;;AVIÃO;EMBRAER;EMB-110P1;E110;TURBOÉLICE;BIMOTOR;5670;5670;20.0;1991.0;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FAZENDA PAIAGUAS;MARECHAL RONDON;POUSO;TÁXI AÉREO;LEVE;0;;;;;;;;;;;;
39747;39747;39747;39747;39747;INCIDENTE;;;CAIRU;BA;BRASIL;SNCL;31/01/2010;19:47:00;;;;NÃO;;4;1;NÃO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL;PTEHG;TÁXI AÉREO;AVIÃO;EMBRAER;EMB-820C NAVAJO;PA31;PISTÃO;BIMOTOR;3175;3175;10.0;1976.0;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;TÁXI AÉREO;LEVE;0;;;;;065/D/10, 064/D/10, 067/D/10, 063/D/10;2010-04-06;2010-04-16;2010-12-14, 2010-06-10;Intensificar a realização das inspeções de rampa no aeroporto de Salvador-BA (SBSV) e nos aeródromos de Morro de São Paulo-BA (SNCL e SNPP), Adotar mecanismos, visando acompanhar as operações de táxi aéreo no período de alta temporada, focando o peso e balanceamento das aeronaves e qualificação dos pilotos., alertando-os sobre os riscos potenciais decorrentes da precária infra-estrutura presente em alguns desses aeródromos., Realizar auditoria no setor de operações da empresa Addey Táxi Aéreo Ltda., Realizar inspeção no aeródromo de Cairu / Lorenzo (SNCL), incluindo os cálculos de peso e balanceamento das aeronaves., no que se refere ao planejamento de vôo, buscando se certificar da adequabilidade das suas condições de infra-estrutura, por se tratar de ano eleitoral, visando orientar os gestores e pilotos que atuam nas empresas regidas pelo RBHA 135, buscando se certificar da adequação do seu Programa de Treinamento e Manual Geral de Operações (MGO), em conformidade com o que dispõe a IAC 4301., quanto aos cuidados necessários para uma operação segura nos aeródromos utilizados pela Aviação Geral;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
39748;39748;39748;39748;39748;INCIDENTE;;;CAMBÉ;PR;BRASIL;*;03/02/2010;14:30:00;;;;NÃO;;0;1;NÃO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL;PRWAR;ESPECIALIZADA;AVIÃO;CESSNA AIRCRAFT;A188B;C188;PISTÃO;MONOMOTOR;1497;1497;1.0;1975.0;BRASIL;BRASIL;AVIÃO;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;ESPECIALIZADA;NENHUM;0;;;;;;;;;;;;
39768;39768;39768;39768;39768;INCIDENTE;;;CAMPINAS;SP;BRASIL;*;21/01/2010;20:45:00;;;;NÃO;;0;1;NÃO;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR;PRESP;ADMINISTRAÇÃO DIRETA;AVIÃO;HAWKER BEECHCRAFT;B200GT;BE20;TURBOÉLICE;BIMOTOR;5670;5670;9.0;2008.0;BRASIL;BRASIL;AVIÃO;ADMINISTRAÇÃO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;POLICIAL;LEVE;0;;;;;;;;;;;;
39772;39772;39772;39772;39772;INCIDENTE;;;UBERLÂNDIA;MG;BRASIL;*;20/01/2010;18:58:00;;;;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PRLJR;PARTICULAR;AVIÃO;PILATUS;PC-12/47;PC12;TURBOÉLICE;MONOMOTOR;4740;4740;10.0;2006.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;PRIVADA;NENHUM;0;;;;;;;;;;;;
39787;39787;39787;39787;39787;INCIDENTE;;;GOIÂNIA;GO;BRASIL;SBGO;31/01/2010;21:00:00;;;;NÃO;;0;1;SIM;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G;PPFKI;INSTRUÇÃO;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;MONOMOTOR;770;770;2.0;1990.0;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;INSTRUÇÃO;LEVE;0;;;;;;;;;;;;
39789;39789;39789;39789;39789;INCIDENTE;;;SÃO PEDRO DO SUL;RS;BRASIL;*;10/01/2010;21:30:00;;;;NÃO;;0;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PTGPL;ESPECIALIZADA;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201;IPAN;PISTÃO;MONOMOTOR;1800;1800;1.0;1977.0;BRASIL;BRASIL;AVIÃO;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;CHEQUE DE MOTOR OU ROTOR;ESPECIALIZADA;LEVE;0;;;;;;;;;;;;
39807;39807;39807;39807;39807;INCIDENTE;;;SALVADOR;BA;BRASIL;*;06/01/2010;17:53:00;;;;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PTBXF;INSTRUÇÃO;AVIÃO;CESSNA AIRCRAFT;150E;C150;PISTÃO;MONOMOTOR;726;726;2.0;1965.0;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;INSTRUÇÃO;LEVE;0;;;;;;;;;;;;
39809;39809;39809;39809;39809;INCIDENTE;;;SÃO PAULO;SP;BRASIL;*;15/01/2010;15:00:00;;;;NÃO;;0;1;NÃO;COLISÃO COM AVE;COLISÃO COM AVE;BIRD;PTVFM;PARTICULAR;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-712;P28A;PISTÃO;MONOMOTOR;1157;1157;4.0;1989.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;PRIVADA;LEVE;0;;;;;;;;;;;;
39810;39810;39810;39810;39810;INCIDENTE;;;SALVADOR;BA;BRASIL;*;15/01/2010;18:23:00;;;;NÃO;;0;1;NÃO;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP;PTEZN;TÁXI AÉREO;AVIÃO;EMBRAER;EMB-820C NAVAJO;PA31;PISTÃO;BIMOTOR;3175;3175;10.0;1979.0;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;TÁXI AÉREO;NENHUM;0;;;;;;;;;;;;
39828;39828;39828;39828;39828;INCIDENTE;;;SANTOS;SP;BRASIL;*;15/01/2010;17:45:00;;;;NÃO;;0;1;NÃO;COLISÃO COM AVE;COLISÃO COM AVE;BIRD;PPEOD;ADMINISTRAÇÃO DIRETA;HELICÓPTERO;EUROCOPTER FRANCE;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6.0;1992.0;BRASIL;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;POLICIAL;LEVE;0;;;;;;;;;;;;
39847;39847;39847;39847;39847;INCIDENTE;;;SOROCABA;SP;BRASIL;*;20/01/2010;13:10:00;;;;NÃO;;0;1;NÃO;COLISÃO COM OBSTÁCULOS NO SOLO;COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO;GCOL;PRLJS;PARTICULAR;AVIÃO;CIRRUS DESIGN;SR22;SR22;PISTÃO;MONOMOTOR;1542;1542;4.0;2006.0;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;PRIVADA;LEVE;0;;;;;;;;;;;;
39848;39848;39848;39848;39848;INCIDENTE;;;GUARULHOS;SP;BRASIL;SBGR;25/01/2010;17:05:00;;;;NÃO;;0;1;NÃO;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR;PTMXA;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A321-231;A321;JATO;BIMOTOR;89000;89000;232.0;2007.0;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;REGULAR;NENHUM;0;;;;;;;;;;;;
39849;39849;39849;39849;39849;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;SBGL;23/01/2010;03:30:00;;;;NÃO;;0;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PRMHZ;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184.0;2008.0;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;NENHUM;0;;;;;;;;;;;;
39850;39850;39850;39850;39850;INCIDENTE;;;BELÉM;PA;BRASIL;SBJC;26/01/2010;14:30:00;;;;NÃO;;0;1;NÃO;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP;PRJFS;INSTRUÇÃO;AVIÃO;AEROMOT;AMT-600;GURI;PISTÃO;MONOMOTOR;900;900;2.0;2006.0;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;LEVE;0;;;;;;;;;;;;
39851;39851;39851;39851;39851;INCIDENTE;;;PASSO FUNDO;RS;BRASIL;SBPF;19/01/2010;03:00:00;;;;NÃO;;0;1;NÃO;OUTROS;OUTROS;OTHR;PROAM;REGULAR;AVIÃO;FOKKER;F28MK0100;F100;JATO;BIMOTOR;44450;44450;107.0;1993.0;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;REGULAR;NENHUM;0;;;;;;;;;;;;
39887;39887;39887;39887;39887;ACIDENTE;-19.9091666667;-43.9891666667;BELO HORIZONTE;MG;BRASIL;SBPR;09/03/2010;17:45:00;SIM;FINALIZADA;A-557/CENIPA/2015;SIM;2016-04-07;1;1;SIM;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PTNYV;INSTRUÇÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-712;P28A;PISTÃO;MONOMOTOR;1157;1157;4.0;1982.0;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;CARLOS PRATES;CARLOS PRATES;SUBIDA;INSTRUÇÃO;SUBSTANCIAL;0;PROCESSO DECISÓRIO, SUPERVISÃO GERENCIAL, JULGAMENTO DE PILOTAGEM;ASPECTO PSICOLÓGICO, DESEMPENHO DO SER HUMANO;INDIVIDUAL, OPERAÇÃO DA AERONAVE;FATOR HUMANO, FATOR OPERACIONAL;A-557/CENIPA/2015 - 01;2016-04-07;2016-05-18;2017-02-07;com o intuito de tornar obrigatória no Brasil a aplicação dos procedimentos, contidos no referido boletim, nas hélices metálicas de passo fixo deste fabricante, de 04 de outubro de 1989, emitido pela Sensenich Propeller Inc., a fim de se evitar a possibilidade de quebra da pá por corrosão e fadiga., Avaliar a pertinência da emissão de uma Diretriz de Aeronavegabilidade relativa ao cumprimento do SB R-15A, instaladas em aeronaves de matrícula brasileira;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
39910;39910;39910;39910;39910;INCIDENTE;;;GUARULHOS;SP;BRASIL;SBGR;08/03/2010;00:49:00;;;;NÃO;;0;1;NÃO;COLISÃO COM OBSTÁCULOS NO SOLO;COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO;GCOL;PTMZH;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A320-232;A320;JATO;BIMOTOR;70000;70000;184.0;1999.0;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;LEVE;0;;;;;;;;;;;;
39913;39913;39913;39913;39913;INCIDENTE GRAVE;-9.8691666667;-67.8938888889;CRUZEIRO DO SUL;AC;BRASIL;SBCZ;10/03/2010;06:17:00;SIM;FINALIZADA;IG-131/CENIPA/2011;SIM;2011-12-21;3;1;SIM;COM PARA-BRISAS / JANELA / PORTA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA;SCF-NP;PTMEA;TÁXI AÉREO;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;MONOMOTOR;3969;3969;11.0;1993.0;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;PLÁCIDO DE CASTRO;CRUZEIRO DO SUL;DECOLAGEM;TÁXI AÉREO;NENHUM;0;JULGAMENTO DE PILOTAGEM, INSTRUÇÃO, COORDENAÇÃO DE CABINE;DESEMPENHO DO SER HUMANO;OPERAÇÃO DA AERONAVE;FATOR OPERACIONAL;402/2011, 401/2011, 400/2011;2011-12-21;2012-02-06;2012-05-03, nan;Realizar treinamento de CRM para todo o pessoal da empresa envolvido com a atividade aérea., Adotar mecanismo para divulgação dos ensinamentos colhidos na ocorrência aos operadores de aeronave 208B, Divulgar os ensinamentos colhidos na ocorrência aos tripulantes da empresa, alertando para a observância dos procedimentos normais e de emergência em decolagens.;AGUARDANDO RESPOSTA, CUMPRIDA;ANAC, FLEX;FLEX AERO TÁXI-AÉREO, AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
39914;39914;39914;39914;39914;INCIDENTE;;;LONDRINA;PR;BRASIL;SBLO;09/03/2010;21:00:00;;;;NÃO;;0;1;NÃO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP;PPGMA;INSTRUÇÃO;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;MONOMOTOR;770;770;2.0;1992.0;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRÁFEGO;INSTRUÇÃO;NENHUM;0;;;;;;;;;;;;
